,id,label
0,KET_1,0
1,KET_2,0
2,KET_3,0
3,KET_4,0
4,KET_5,0
5,KET_6,0
6,KET_7,0
7,KET_8,0
8,KET_9,0
9,KET_10,0
10,KET_11,0
11,KET_12,0
12,KET_13,0
13,KET_14,0
14,KET_15,0
15,KET_16,0
16,KET_17,0
17,KET_18,0
18,KET_19,0
19,KET_20,0
20,KET_21,0
21,KET_22,0
22,KET_23,0
23,KET_24,0
24,KET_25,0
25,KET_26,0
26,KET_27,0
27,KET_28,0
28,KET_29,0
29,KET_30,0
30,KET_31,0
31,KET_32,0
32,KET_33,0
33,KET_34,0
34,KET_35,0
35,KET_36,0
36,KET_37,0
37,KET_38,0
38,KET_39,0
39,KET_40,0
40,KET_41,0
41,KET_42,0
42,KET_43,0
43,KET_44,0
44,KET_45,0
45,KET_46,0
46,KET_47,0
47,KET_48,0
48,KET_49,0
49,KET_50,0
50,KET_51,0
51,KET_52,0
52,KET_53,0
53,KET_54,0
54,KET_55,0
55,KET_56,0
56,KET_57,0
57,KET_58,0
58,KET_59,0
59,KET_60,0
60,KET_61,0
61,KET_62,0
62,KET_63,0
63,KET_64,0
64,PET_1,1
65,PET_2,1
66,PET_3,1
67,PET_4,1
68,PET_5,1
69,PET_6,1
70,PET_7,1
71,PET_8,1
72,PET_9,1
73,PET_10,1
74,PET_11,1
75,PET_12,1
76,PET_13,1
77,PET_14,1
78,PET_15,1
79,PET_16,1
80,PET_17,1
81,PET_18,1
82,PET_19,1
83,PET_20,1
84,PET_21,1
85,PET_22,1
86,PET_23,1
87,PET_24,1
88,PET_25,1
89,PET_26,1
90,PET_27,1
91,PET_28,1
92,PET_29,1
93,PET_30,1
94,PET_31,1
95,PET_32,1
96,PET_33,1
97,PET_34,1
98,PET_35,1
99,PET_36,1
100,PET_37,1
101,PET_38,1
102,PET_39,1
103,PET_40,1
104,PET_41,1
105,PET_42,1
106,PET_43,1
107,PET_44,1
108,PET_45,1
109,PET_46,1
110,PET_47,1
111,PET_48,1
112,PET_49,1
113,PET_50,1
114,PET_51,1
115,PET_52,1
116,PET_53,1
117,PET_54,1
118,PET_55,1
119,PET_56,1
120,PET_57,1
121,PET_58,1
122,PET_59,1
123,PET_60,1
124,FCE_1,2
125,FCE_2,2
126,FCE_3,2
127,FCE_4,2
128,FCE_5,2
129,FCE_6,2
130,FCE_7,2
131,FCE_8,2
132,FCE_9,2
133,FCE_10,2
134,FCE_11,2
135,FCE_12,2
136,FCE_13,2
137,FCE_14,2
138,FCE_15,2
139,FCE_16,2
140,FCE_17,2
141,FCE_18,2
142,FCE_19,2
143,FCE_20,2
144,FCE_21,2
145,FCE_22,2
146,FCE_23,2
147,FCE_24,2
148,FCE_25,2
149,FCE_26,2
150,FCE_27,2
151,FCE_28,2
152,FCE_29,2
153,FCE_30,2
154,FCE_31,2
155,FCE_32,2
156,FCE_33,2
157,FCE_34,2
158,FCE_35,2
159,FCE_36,2
160,FCE_37,2
161,FCE_38,2
162,FCE_39,2
163,FCE_40,2
164,FCE_41,2
165,FCE_42,2
166,FCE_43,2
167,FCE_44,2
168,FCE_45,2
169,FCE_46,2
170,FCE_47,2
171,FCE_48,2
172,FCE_49,2
173,FCE_50,2
174,FCE_51,2
175,FCE_52,2
176,FCE_53,2
177,FCE_54,2
178,FCE_55,2
179,FCE_56,2
180,FCE_57,2
181,FCE_58,2
182,FCE_59,2
183,FCE_60,2
184,FCE_61,2
185,FCE_62,2
186,FCE_63,2
187,FCE_64,2
188,FCE_65,2
189,FCE_66,2
190,CAE_1,3
191,CAE_2,3
192,CAE_3,3
193,CAE_4,3
194,CAE_5,3
195,CAE_6,3
196,CAE_7,3
197,CAE_8,3
198,CAE_9,3
199,CAE_10,3
200,CAE_11,3
201,CAE_12,3
202,CAE_13,3
203,CAE_14,3
204,CAE_15,3
205,CAE_16,3
206,CAE_17,3
207,CAE_18,3
208,CAE_19,3
209,CAE_20,3
210,CAE_21,3
211,CAE_22,3
212,CAE_23,3
213,CAE_24,3
214,CAE_25,3
215,CAE_26,3
216,CAE_27,3
217,CAE_28,3
218,CAE_29,3
219,CAE_30,3
220,CAE_31,3
221,CAE_32,3
222,CAE_33,3
223,CAE_34,3
224,CAE_35,3
225,CAE_36,3
226,CAE_37,3
227,CAE_38,3
228,CAE_39,3
229,CAE_40,3
230,CAE_41,3
231,CAE_42,3
232,CAE_43,3
233,CAE_44,3
234,CAE_45,3
235,CAE_46,3
236,CAE_47,3
237,CAE_48,3
238,CAE_49,3
239,CAE_50,3
240,CAE_51,3
241,CAE_52,3
242,CAE_53,3
243,CAE_54,3
244,CAE_55,3
245,CAE_56,3
246,CAE_57,3
247,CAE_58,3
248,CAE_59,3
249,CAE_60,3
250,CAE_61,3
251,CAE_62,3
252,CAE_63,3
253,CAE_64,3
254,CAE_65,3
255,CAE_66,3
256,CAE_67,3
257,CPE_1,4
258,CPE_2,4
259,CPE_3,4
260,CPE_4,4
261,CPE_5,4
262,CPE_6,4
263,CPE_7,4
264,CPE_8,4
265,CPE_9,4
266,CPE_10,4
267,CPE_11,4
268,CPE_12,4
269,CPE_13,4
270,CPE_14,4
271,CPE_15,4
272,CPE_16,4
273,CPE_17,4
274,CPE_18,4
275,CPE_19,4
276,CPE_20,4
277,CPE_21,4
278,CPE_22,4
279,CPE_23,4
280,CPE_24,4
281,CPE_25,4
282,CPE_26,4
283,CPE_27,4
284,CPE_28,4
285,CPE_29,4
286,CPE_30,4
287,CPE_31,4
288,CPE_32,4
289,CPE_33,4
290,CPE_34,4
291,CPE_35,4
292,CPE_36,4
293,CPE_37,4
294,CPE_38,4
295,CPE_39,4
296,CPE_40,4
297,CPE_41,4
298,CPE_42,4
299,CPE_43,4
300,CPE_44,4
301,CPE_45,4
302,CPE_46,4
303,CPE_47,4
304,CPE_48,4
305,CPE_49,4
306,CPE_50,4
307,CPE_51,4
308,CPE_52,4
309,CPE_53,4
310,CPE_54,4
311,CPE_55,4
312,CPE_56,4
313,CPE_57,4
314,CPE_58,4
315,CPE_59,4
316,CPE_60,4
317,CPE_61,4
318,CPE_62,4
319,CPE_63,4
320,CPE_64,4
321,CPE_65,4
322,CPE_66,4
323,CPE_67,4
324,CPE_68,4
325,CPE_69,4
