,id,label
0,1_1,1
1,1_10,1
2,1_11,1
3,1_12,1
4,1_13,1
5,1_14,1
6,1_15,1
7,1_16,1
8,1_17,1
9,1_18,1
10,1_19,1
11,1_2,1
12,1_20,1
13,1_21,1
14,1_22,1
15,1_23,1
16,1_24,1
17,1_3,1
18,1_4,1
19,1_5,1
20,1_6,1
21,1_7,1
22,1_8,1
23,1_9,1
24,B1_1,1
25,B1_10,1
26,B1_11,1
27,B1_12,1
28,B1_13,1
29,B1_14,1
30,B1_15,1
31,B1_16,1
32,B1_17,1
33,B1_18,1
34,B1_19,1
35,B1_2,1
36,B1_20,1
37,B1_21,1
38,B1_22,1
39,B1_23,1
40,B1_24,1
41,B1_25,1
42,B1_26,1
43,B1_27,1
44,B1_28,1
45,B1_29,1
46,B1_3,1
47,B1_30,1
48,B1_31,1
49,B1_32,1
50,B1_33,1
51,B1_34,1
52,B1_4,1
53,B1_5,1
54,B1_6,1
55,B1_7,1
56,B1_8,1
57,B1_9,1
58,S1_1,1
59,S1_10,1
60,S1_11,1
61,S1_12,1
62,S1_13,1
63,S1_14,1
64,S1_15,1
65,S1_16,1
66,S1_17,1
67,S1_18,1
68,S1_19,1
69,S1_2,1
70,S1_20,1
71,S1_21,1
72,S1_22,1
73,S1_23,1
74,S1_24,1
75,S1_25,1
76,S1_26,1
77,S1_27,1
78,S1_28,1
79,S1_29,1
80,S1_3,1
81,S1_30,1
82,S1_31,1
83,S1_32,1
84,S1_33,1
85,S1_34,1
86,S1_35,1
87,S1_4,1
88,S1_5,1
89,S1_6,1
90,S1_7,1
91,S1_8,1
92,S1_9,1
93,10_1,10
94,10_10,10
95,10_11,10
96,10_12,10
97,10_13,10
98,10_14,10
99,10_15,10
100,10_16,10
101,10_17,10
102,10_18,10
103,10_19,10
104,10_2,10
105,10_20,10
106,10_21,10
107,10_22,10
108,10_23,10
109,10_24,10
110,10_25,10
111,10_26,10
112,10_27,10
113,10_28,10
114,10_29,10
115,10_3,10
116,10_30,10
117,10_31,10
118,10_32,10
119,10_4,10
120,10_5,10
121,10_6,10
122,10_7,10
123,10_8,10
124,10_9,10
125,2_1,2
126,2_10,2
127,2_11,2
128,2_12,2
129,2_13,2
130,2_14,2
131,2_15,2
132,2_16,2
133,2_17,2
134,2_18,2
135,2_19,2
136,2_2,2
137,2_20,2
138,2_21,2
139,2_22,2
140,2_23,2
141,2_24,2
142,2_25,2
143,2_26,2
144,2_27,2
145,2_28,2
146,2_29,2
147,2_3,2
148,2_30,2
149,2_31,2
150,2_32,2
151,2_33,2
152,2_34,2
153,2_35,2
154,2_36,2
155,2_37,2
156,2_38,2
157,2_39,2
158,2_4,2
159,2_40,2
160,2_41,2
161,2_42,2
162,2_43,2
163,2_44,2
164,2_45,2
165,2_46,2
166,2_47,2
167,2_48,2
168,2_49,2
169,2_5,2
170,2_50,2
171,2_51,2
172,2_52,2
173,2_53,2
174,2_54,2
175,2_55,2
176,2_56,2
177,2_57,2
178,2_58,2
179,2_59,2
180,2_6,2
181,2_60,2
182,2_61,2
183,2_62,2
184,2_63,2
185,2_64,2
186,2_65,2
187,2_66,2
188,2_7,2
189,2_8,2
190,2_9,2
191,B2_1,2
192,B2_10,2
193,B2_11,2
194,B2_12,2
195,B2_13,2
196,B2_14,2
197,B2_15,2
198,B2_16,2
199,B2_17,2
200,B2_18,2
201,B2_19,2
202,B2_2,2
203,B2_20,2
204,B2_21,2
205,B2_22,2
206,B2_23,2
207,B2_24,2
208,B2_25,2
209,B2_26,2
210,B2_27,2
211,B2_28,2
212,B2_29,2
213,B2_3,2
214,B2_30,2
215,B2_31,2
216,B2_32,2
217,B2_33,2
218,B2_34,2
219,B2_35,2
220,B2_36,2
221,B2_37,2
222,B2_38,2
223,B2_39,2
224,B2_4,2
225,B2_40,2
226,B2_41,2
227,B2_42,2
228,B2_43,2
229,B2_44,2
230,B2_45,2
231,B2_46,2
232,B2_5,2
233,B2_6,2
234,B2_7,2
235,B2_8,2
236,B2_9,2
237,S2_1,2
238,S2_10,2
239,S2_11,2
240,S2_12,2
241,S2_13,2
242,S2_14,2
243,S2_15,2
244,S2_16,2
245,S2_17,2
246,S2_18,2
247,S2_19,2
248,S2_2,2
249,S2_20,2
250,S2_21,2
251,S2_22,2
252,S2_23,2
253,S2_24,2
254,S2_25,2
255,S2_26,2
256,S2_27,2
257,S2_28,2
258,S2_29,2
259,S2_3,2
260,S2_30,2
261,S2_31,2
262,S2_32,2
263,S2_33,2
264,S2_34,2
265,S2_35,2
266,S2_4,2
267,S2_5,2
268,S2_6,2
269,S2_7,2
270,S2_8,2
271,S2_9,2
272,3_1,3
273,3_10,3
274,3_11,3
275,3_12,3
276,3_13,3
277,3_14,3
278,3_15,3
279,3_16,3
280,3_17,3
281,3_18,3
282,3_19,3
283,3_2,3
284,3_20,3
285,3_21,3
286,3_22,3
287,3_23,3
288,3_24,3
289,3_25,3
290,3_26,3
291,3_27,3
292,3_28,3
293,3_29,3
294,3_3,3
295,3_30,3
296,3_31,3
297,3_32,3
298,3_33,3
299,3_34,3
300,3_35,3
301,3_36,3
302,3_37,3
303,3_38,3
304,3_39,3
305,3_4,3
306,3_40,3
307,3_41,3
308,3_42,3
309,3_43,3
310,3_44,3
311,3_45,3
312,3_46,3
313,3_47,3
314,3_48,3
315,3_49,3
316,3_5,3
317,3_50,3
318,3_51,3
319,3_52,3
320,3_53,3
321,3_54,3
322,3_55,3
323,3_56,3
324,3_57,3
325,3_58,3
326,3_59,3
327,3_6,3
328,3_60,3
329,3_61,3
330,3_62,3
331,3_63,3
332,3_64,3
333,3_65,3
334,3_66,3
335,3_67,3
336,3_68,3
337,3_69,3
338,3_7,3
339,3_70,3
340,3_71,3
341,3_72,3
342,3_73,3
343,3_8,3
344,3_9,3
345,B3_1,3
346,B3_10,3
347,B3_11,3
348,B3_12,3
349,B3_13,3
350,B3_14,3
351,B3_15,3
352,B3_16,3
353,B3_17,3
354,B3_18,3
355,B3_19,3
356,B3_2,3
357,B3_20,3
358,B3_21,3
359,B3_22,3
360,B3_23,3
361,B3_24,3
362,B3_25,3
363,B3_26,3
364,B3_27,3
365,B3_28,3
366,B3_29,3
367,B3_3,3
368,B3_30,3
369,B3_31,3
370,B3_32,3
371,B3_33,3
372,B3_34,3
373,B3_35,3
374,B3_36,3
375,B3_37,3
376,B3_38,3
377,B3_39,3
378,B3_4,3
379,B3_40,3
